PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
50458,323,25,2,15,89,89,4,10,6,89,89,14,13,21,0,0,0,0,0,0,0,0,0,0,0,89,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,POST-GRADUATE,25,M,60000,129,0.333,0,0.008,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,700,P2
50459,251,16,11,2,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,1,0,1,1,13,12,10,Single,GRADUATE,24,M,25000,113,0.5,1,0,-99999,0,-99999,0,0,0,0,0,0,0,0,others,ConsumerLoan,629,P4
50460,13,23,22,2,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,6,1,1,1,Married,POST-GRADUATE,30,F,40000,185,1,0,0.319,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,649,P4
50461,982,24,23,2,56,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,1787,0,0,0,Married,UNDER GRADUATE,41,M,24000,66,0.091,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,672,P2
50462,252,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,17,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,56,1,1,1,Married,12TH,23,M,15000,30,1,0,0.72,-99999,0,-99999,0,0,0,0,0,13.333,0,0,ConsumerLoan,others,678,P2
50463,96,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,128,1,1,0,Married,GRADUATE,31,F,27000,187,1,1,0.583,-99999,0,-99999,0,0,0,0,0,0.63,0,0,ConsumerLoan,ConsumerLoan,672,P2
50464,356,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,96,1,1,0,Married,GRADUATE,32,M,17000,100,0.25,0,0,-99999,0,-99999,0,0,0,0,0,1.059,0,0,ConsumerLoan,others,687,P2
50465,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,17,5,11,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,25,M,10000,71,1,0,1.072,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,690,P2
50466,97,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,70,3,2,1,Married,12TH,42,M,41000,248,0.4,0.5,0.653,-99999,0,-99999,0,0,0,0,0,1.195,0,0,ConsumerLoan,ConsumerLoan,677,P2
50467,28,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,2,4,3,0,2,82,14,5,2,Married,GRADUATE,28,M,16000,27,0.533,0.5,0.794,0.239,1,0.942,1,0,0.5,0,0.4,16.751,0,0,ConsumerLoan,CC,693,P2
50468,96,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,1,1,Married,12TH,34,M,19000,102,0.364,0.5,0.941,-99999,0,-99999,0,0,0,0,0,1.532,1,1,others,HL,696,P2
50469,97,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,58,10,22,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,UNDER GRADUATE,28,M,20000,102,0.333,0.5,0.428,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,731,P1
50470,68,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,32,2,8,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,503,0,0,0,Married,GRADUATE,26,M,40000,126,0.5,0,0.714,0.714,1,-99999,1,0,0,0,0,0.269,0,0,CC,PL,695,P2
50471,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,800,0,0,0,Married,GRADUATE,40,M,25000,36,0.6,0,0.188,-99999,0,0.215,1,0,0,0,0,8.425,0,0,ConsumerLoan,others,696,P2
50472,398,32,4,14,26,26,2,6,4,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,971,0,0,0,Married,GRADUATE,34,M,19500,107,0.5,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
50473,96,8,8,1,23,23,0,1,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,1,1,1,6,3,2,2,Single,GRADUATE,23,F,18000,65,0,0,0,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,ConsumerLoan,650,P4
50474,1218,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,686,0,0,0,Married,12TH,52,M,21000,189,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,695,P2
50475,115,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,256,1,0,0,Single,UNDER GRADUATE,26,M,20000,55,1,0,0.4,-99999,0,-99999,0,0,0,0,0,1.195,0,0,PL,PL,682,P2
50476,59,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,2,5,4,5,54,19,16,1,Married,GRADUATE,22,M,28500,76,0.667,1,0.837,-99999,0,-99999,1,0.8,1,0.8,1,-99999,0,0,ConsumerLoan,ConsumerLoan,681,P2
50477,125,14,13,2,35,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,2,2,2,119,2,2,0,Married,12TH,41,F,15000,194,1,0,0.037,-99999,0,-99999,0,1,0,1,0,1.956,0,0,PL,ConsumerLoan,669,P2
50478,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,42,M,20000,125,1,1,1.01,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,671,P2
50479,132,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,12TH,22,M,12000,30,1,1,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,691,P2
50480,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,35,M,15000,76,1,0,0.067,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,687,P2
50481,89,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,1,1,0,Single,12TH,25,M,40000,190,1,1,0.613,-99999,0,-99999,0,0,0,0,0,0.896,0,0,others,others,684,P2
50482,74,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,583,0,0,0,Married,12TH,23,M,18100,38,0.667,1,0.587,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,682,P2
50483,44,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,234,1,0,0,Single,GRADUATE,21,M,30000,40,0.667,0,0.693,-99999,0,0.766,1,0,0,0,0,2.974,0,0,PL,PL,690,P2
50484,67,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,5,3,3,3,Married,SSC,50,M,24000,264,1,0,0,-99999,0,-99999,0,1,0,1,0,1.446,0,0,ConsumerLoan,ConsumerLoan,654,P4
50485,276,12,12,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1303,0,0,0,Married,12TH,34,F,25000,38,1,0,0.217,-99999,0,-99999,0,0,0,0,0,0.883,0,0,others,ConsumerLoan,691,P2
50486,142,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2511,0,0,0,Married,12TH,52,M,20000,38,0.667,1,0.377,-99999,0,-99999,0,0,0,0,0,2.766,0,0,ConsumerLoan,ConsumerLoan,710,P1
50487,77,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,268,1,0,0,Married,GRADUATE,33,M,32000,153,0.5,0,0.167,-99999,0,-99999,0,0,0,0,0,0.422,0,0,ConsumerLoan,others,693,P2
50488,66,6,5,2,28,28,1,2,1,28,28,0,0,14,4,10,0,0,0,0,0,0,0,0,0,28,3,1,0,0,0,0,0,327,1,0,0,Single,OTHERS,26,M,17500,63,1,0,0.15,-99999,0,-99999,0,0,0,0,0,2.329,0,0,others,CC,687,P2
50489,57,18,6,5,57,27,0,2,2,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,4,2,2,2,Single,12TH,28,M,20000,121,1,0,0.589,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,666,P3
50490,1942,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,23,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,Single,12TH,25,M,50000,70,0.571,0.5,0.863,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,699,P2
50491,48,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,18,5,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,609,0,0,0,Married,12TH,40,M,22000,152,1,0,0.295,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,693,P2
50492,68,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,364,2,0,0,Married,12TH,45,F,32000,190,0.333,0,0,-99999,0,-99999,1,0,0,0,0,0.531,0,0,others,PL,683,P2
50493,197,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,29,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2634,0,0,0,Married,12TH,46,M,30000,243,0.333,0,0.997,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,720,P1
50494,181,35,11,6,89,59,0,1,1,-99999,59,6,4,11,4,10,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,0,440,0,0,0,Married,OTHERS,38,M,18000,25,0.2,1,1.01,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,677,P2
50495,439,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,GRADUATE,21,M,25000,42,0.5,0,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,692,P2
50496,305,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,489,0,0,0,Married,UNDER GRADUATE,41,M,20000,68,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,713,P1
50497,540,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,Married,GRADUATE,27,M,30000,150,0,0,0,-99999,0,-99999,0,1,0,1,0,-99999,1,0,PL,PL,671,P2
50498,98,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,69,2,1,1,Married,12TH,44,F,150000,131,1,0,0.333,-99999,0,-99999,0,0,0,0,0,0.22,0,0,others,PL,674,P2
50499,1302,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1755,0,0,0,Married,GRADUATE,40,M,30000,188,1,0,0,-99999,0,-99999,0,0,0,0,0,1.43,0,0,ConsumerLoan,others,712,P1
50500,1301,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,42,F,20000,124,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,675,P2
50501,344,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,22,8,20,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,36,M,18000,245,1,0,1,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,693,P2
50502,1576,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,Married,GRADUATE,33,M,16000,77,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
50503,48,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,3,2,3,7,6,5,2,Married,GRADUATE,31,M,39000,66,0.556,0.4,0.852,0.954,1,0.946,1,0.667,1,0.667,1,6.651,0,0,CC,PL,673,P2
50504,337,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,393,0,0,0,Married,GRADUATE,31,M,20000,130,0.125,0,0.693,-99999,0,-99999,0,0,0,0,0,1.3,1,0,PL,others,703,P1
50505,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,105,2,1,0,Married,SSC,38,F,23000,104,1,1,0.687,-99999,0,-99999,0,0,0,0,0,1.438,0,0,others,ConsumerLoan,678,P2
50506,135,35,11,7,30,30,0,1,1,0,29,0,0,7,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,749,0,0,0,Married,SSC,36,M,20000,61,0.1,1,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,691,P2
50507,65,35,2,33,900,900,4,9,5,900,900,33,33,0,0,0,0,0,0,0,0,0,0,0,0,900,13,0,0,0,1,1,1,39,8,4,2,Married,12TH,40,F,20000,70,0.889,0.5,0.785,1,1,-99999,0,1,0,1,0,6.435,1,0,ConsumerLoan,others,624,P4
50508,634,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,167,1,1,0,Married,SSC,53,M,19000,191,0.667,1,0.952,-99999,0,0.952,1,1,0,0.5,0,5.158,0,0,PL,PL,689,P2
50509,1309,35,6,26,270,120,0,6,6,-99999,210,25,23,0,0,0,0,0,0,0,0,0,0,0,0,120,11,0,0,0,0,0,0,21,4,3,2,Married,SSC,42,M,520000,69,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,AL,652,P4
50510,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,330,2,0,0,Married,GRADUATE,28,M,45000,125,0.25,0,0.99,-99999,0,-99999,0,0,0,0,0,-99999,1,0,AL,AL,705,P1
50511,76,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,33,5,11,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,34,M,45000,186,0.5,0,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,others,others,712,P1
50512,140,7,7,1,10,10,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,2,2,2,114,2,2,0,Single,UNDER GRADUATE,21,M,25800,104,0,0,0,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,others,672,P2
50513,580,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1145,0,0,0,Married,OTHERS,22,M,12000,77,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,694,P2
50514,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,2,1,1,Married,12TH,28,M,26000,78,1,0,0.798,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,674,P2
50515,90,23,3,15,60,54,3,9,6,54,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,3,1,3,1,0,1,71,6,1,1,Married,GRADUATE,41,M,40000,182,1,1,0.462,-99999,0,-99999,0,0,0.333,0,0.333,0.475,0,0,CC,HL,662,P3
50516,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,424,0,0,0,Single,UNDER GRADUATE,21,M,13500,22,1,0,0.078,0.137,1,-99999,0,0,0,0,0,1.59,0,0,CC,others,675,P2
50517,168,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1121,0,0,0,Married,12TH,45,F,12000,25,0.5,0,0,-99999,0,-99999,0,0,0,0,0,1.875,0,0,ConsumerLoan,ConsumerLoan,698,P2
50518,62,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,31,M,45000,98,1,0.5,0.477,-99999,0,-99999,0,0,0,0,0,0.889,0,0,others,others,680,P2
50519,191,5,4,2,56,25,2,2,0,56,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,148,3,1,0,Single,GRADUATE,24,F,10000,42,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,672,P2
50520,92,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1185,0,0,0,Married,PROFESSIONAL,32,M,20000,14,0.667,0,0.795,-99999,0,-99999,0,0,0,0,0,-99999,0,1,HL,HL,700,P2
50521,43,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,75,3,1,1,Married,12TH,24,M,24000,98,0.5,0.5,0.975,-99999,0,0.975,1,1,0,1,0,4.167,0,0,PL,ConsumerLoan,672,P2
50522,1278,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,4,4,4,Married,OTHERS,32,M,15000,45,0.333,0,1.292,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,677,P2
50523,37,12,12,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,50,2,2,2,Married,12TH,30,M,20000,120,1,1,0.213,-99999,0,-99999,0,0,0,0,0,2.464,0,0,ConsumerLoan,ConsumerLoan,659,P3
50524,27,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,1,1,1,Married,12TH,38,M,30000,114,1,1,0.832,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,AL,686,P2
50525,192,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,32,M,26000,99,0.167,1,1.006,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,711,P1
50526,60,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,232,1,0,0,Married,OTHERS,25,M,20000,66,1,0,0.333,-99999,0,-99999,0,0,0,0,0,0.968,0,0,PL,PL,686,P2
50527,596,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,159,1,1,0,Single,12TH,21,M,13500,30,1,0,0.257,-99999,0,-99999,0,0,0,0,0,29.63,0,0,AL,others,692,P2
50528,47,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,198,4,0,0,Single,GRADUATE,25,M,20000,65,0.8,0,0.528,-99999,0,-99999,0,0,0,0,0,1.637,0,0,others,others,692,P2
50529,36,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,409,0,0,0,Married,SSC,23,M,10000,54,1,0,0.424,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,685,P2
50530,-99999,29,13,15,183,60,0,0,0,-99999,-99999,14,11,46,0,2,14,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,14,1,1,1,Married,OTHERS,40,F,30000,198,0.367,0,1.035,-99999,0,-99999,0,0,0,0,0,0,1,0,others,ConsumerLoan,669,P2
50531,93,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1,1,42,10,6,6,Married,GRADUATE,48,F,35000,246,0.5,0,0.786,-99999,0,-99999,0,1,0,1,0,-99999,0,0,ConsumerLoan,AL,661,P3
50532,100,30,15,2,83,54,0,0,0,0,0,2,1,19,4,9,0,0,0,0,0,0,0,0,0,54,4,1,1,1,1,0,0,141,1,1,0,Married,GRADUATE,53,M,45000,278,0.333,0.5,0.917,0,1,-99999,1,0,1,0,1,6.68,0,0,CC,PL,692,P2
50533,275,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,502,0,0,0,Single,GRADUATE,22,M,28000,80,1,0,1,-99999,0,-99999,0,0,0,0,0,0.011,0,0,CC,CC,688,P2
50534,61,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,3,35,5,5,2,Single,GRADUATE,25,M,23000,41,0.8,1,1.083,-99999,0,1,1,1,0,1,0,1.521,0,0,ConsumerLoan,others,676,P2
50535,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,33,8,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,419,0,0,0,Married,POST-GRADUATE,51,M,36000,126,0.5,1,0.634,-99999,0,-99999,0,0,0,0,0,15.278,1,0,others,others,706,P1
50536,93,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,6,4,4,Single,GRADUATE,21,M,20000,68,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,657,P4
50537,83,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,37,14,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,169,1,1,0,Married,UNDER GRADUATE,33,M,16500,114,0.833,1,0.853,-99999,0,-99999,0,1,0,1,0,1.09,1,0,PL,PL,700,P2
50538,48,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,25,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,819,0,0,0,Single,GRADUATE,25,M,15000,62,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,697,P2
50539,54,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,361,1,0,0,Single,12TH,29,M,13000,126,0.667,0.333,0.42,-99999,0,-99999,0,0,0,0,0,3.223,0,0,others,others,685,P2
50540,430,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,19,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,7,3,3,1,Married,12TH,39,M,18000,184,0.333,0,1.093,-99999,0,-99999,0,1,0,1,0,-99999,1,0,others,others,673,P2
50541,78,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,81,1,1,1,Single,POST-GRADUATE,27,M,12000,71,0.333,0,0.2,-99999,0,-99999,0,1,0,1,0,0.833,0,0,PL,ConsumerLoan,665,P3
50542,703,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1970,0,0,0,Married,OTHERS,44,M,15000,59,0,0,0,-99999,0,-99999,1,0,0,0,0,-99999,1,0,others,others,713,P1
50543,691,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,31,M,15000,83,1,0,0.61,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,680,P2
50544,59,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,324,2,0,0,Married,12TH,38,F,25000,100,1,0,0.874,-99999,0,-99999,0,0,0,0,0,0.004,0,0,others,others,688,P2
